formulaRank	molecularFormula	adduct	precursorFormula	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	formulaId	alignedFeatureId	featureId
1	C12H23N5O2	[M + H]+	C12H24N5O2+	65.824	63.587	2.237	22	0.873	1.964	1.964	0.439		270.193	59	567749969101391163	567749472202183918	2135
1	C31H50NO7P	[M + H]+	C31H51NO7P+	21.950	19.185	2.765	8	0.283	8.027	8.027	-4.206		580.337	56	567749888201654613	567749472231544050	2137
1	C12H16N2O3	[M + H]+	C12H17N2O3+	41.476	36.307	5.169	6	1.000	-1.084	1.623	-0.898		237.123	58	567749898075046345	567749472256709878	2140
1	C11H20N2O3	[M + Na]+	C11H20N2NaO3+	9.823	7.493	2.330	2	0.861	0.978	1.705	0.943		251.137	57	567749899270423022	567749472286070010	2142
1	C16H29N3O6	[M + H]+	C16H30N3O6+	48.223	42.268	5.954	12	1.000	3.515	3.515	0.994		360.213	57	567749898792272340	567749472315430142	2146
1	C10H16N2O4	[M + H]+	C10H17N2O4+	70.300	70.300	0.000	14	0.996	5.685	5.685	0.114		229.118	58	567749939950977883	567749472353178882	2160
1	C16H29N3O5S	[M + H]+	C16H30N3O5S+	111.275	107.187	4.088	48	0.983	1.123	2.281	-1.877		376.189	58	567749937757356848	567749472395121926	2184
1	C14H20N2O4	[M + H]+	C14H21N2O4+	52.838	47.475	5.363	15	0.996	3.356	3.356	-0.318		281.149	58	567749918048322191	567749472424482058	2186
1	C13H18N2O4	[M + H]+	C13H19N2O4+	72.902	67.050	5.852	17	0.995	2.008	2.008	-1.138		267.134	58	567749939888063313	567749472474813710	2187
1	C14H16N2O5	[M + H]+	C14H17N2O5+	63.037	60.072	2.966	14	0.971	1.765	2.133	-0.688		293.113	58	567750155970218702	567749472504173842	2191
1	C18H32N4O8	[M + H]+	C18H33N4O8+	42.778	42.778	0.000	13	0.996	1.591	2.184	0.761		433.230	58	567749951716000795	567749472537728278	2199
1	C28H40N2O6	[M + Na]+	C28H40N2NaO6+	27.180	20.725	6.455	8	1.000	2.001	2.001	-2.404		523.277	58	567749905230529077	567749472567088410	2200
1	C11H20N2O5	[M + H]+	C11H21N2O5+	134.244	128.880	5.364	35	0.945	2.724	2.724	0.926		261.145	59	567749930115334896	567749472600642846	2204
1	C8H16N2O3	[M + H]+	C8H17N2O3+	38.655	35.863	2.792	6	1.000	2.787	2.787	1.381		189.124	57	567749893952045454	567749472646780194	2205
1	C15H27N3O7	[M + H]+	C15H28N3O7+	118.414	115.161	3.254	34	0.997	-0.198	1.627	-1.009		362.192	59	567749921756086964	567749472676140326	2212
1	C20H29N3O7	[M + H]+	C20H30N3O7+	56.115	51.035	5.081	13	1.000	0.227	1.994	-0.382		424.208	60	567749951556617223	567749472701306154	2222
1	C35H44N2O6	[M + H]+	C35H45N2O6+	29.184	25.694	3.490	10	0.985	2.483	2.483	-4.825		589.324	58	567749908900545099	567749472734860590	2225
1	C11H22N2O3S	[M + H]+	C11H23N2O3S+	34.401	31.323	3.078	11	0.998	2.733	5.073	-0.977		263.142	58	567749961245459620	567749472764220722	2227
1	C12H16N2O4	[M + H]+	C12H17N2O4+	67.189	64.274	2.915	12	0.999	0.980	2.834	-1.357		253.118	58	567749941314126696	567749472793580854	2233
1	C18H31N5O6	[M + H]+	C18H32N5O6+	32.961	31.523	1.439	10	0.999	0.567	1.305	0.299		414.235	58	567749939187614534	567749472822940986	2237
1	C13H25N3O4S	[M + H]+	C13H26N3O4S+	77.026	77.026	0.000	25	0.992	1.263	3.015	-0.803		320.164	58	567749943432250250	567749472848106814	2239
1	C15H21N3O2	[M + H]+	C15H22N3O2+	85.641	81.488	4.153	22	0.962	1.467	1.467	1.436		276.171	58	567749964705760481	567749472873272642	2252
1	C13H22N2O4	[M + H3N + H]+	C13H26N3O4+	113.652	110.561	3.092	26	0.971	2.126	2.825	-0.544		288.192	59	567749955260187712	567749472898438470	2255
1	C10H11FN2O2	[M + H]+	C10H12FN2O2+	64.642	62.092	2.549	13	0.908	1.879	4.804	-4.132		211.087	59	567749945177080736	567749472927798602	2260
1	C9H18N2O4	[M + H]+	C9H19N2O4+	53.834	51.285	2.549	8	1.000	2.646	2.646	1.170		219.134	59	567749931382014724	567749472957158734	2261
1	C26H20N4O2	[M + Na]+	C26H20N4NaO2+	15.949	9.818	6.131	1	0.990	0.944	0.944	1.317		443.148	59	567749923702244042	567749472978130258	2262
1	C14H20N2O4S	[M + H]+	C14H21N2O4S+	91.159	86.519	4.639	28	0.979	0.498	1.529	-0.387		313.122	59	567749957608998008	567749473003296086	2266
1	C14H18N2O5	[M + H]+	C14H19N2O5+	48.324	48.324	0.000	15	0.993	-0.466	2.574	1.331		295.129	59	567749962050766011	567749473028461914	2268
1	C14H25N3O5	[M + H]+	C14H26N3O5+	66.671	63.828	2.843	17	0.997	4.184	4.184	1.147		316.187	56	567749892597285229	567749473049433438	2269
1	C15H29N3O5	[M + H]+	C15H30N3O5+	92.410	92.410	0.000	30	0.996	1.837	2.948	0.757		332.218	59	567749951476925436	567749473070404962	2280
1	C17H34N4O4	[M + H]+	C17H35N4O4+	65.026	60.512	4.514	23	0.995	1.047	1.365	-0.666		359.265	59	567749965397820664	567749473091376486	2282
1	C15H22N2O4	[M + H]+	C15H23N2O4+	53.473	47.675	5.797	16	0.999	0.402	2.304	-0.493		295.165	59	567749935366603546	567749473116542314	2293
1	C15H22N2O4	[M + Na]+	C15H22N2NaO4+	7.748	4.074	3.674	2	0.988	-1.203	1.203	-0.475		317.147	59	567749951695029265	567749473137513838	2295
1	C13H23N3O4	[M + H]+	C13H24N3O4+	81.473	81.473	0.000	24	0.993	-0.755	1.751	-1.498		286.176	59	567749961316762800	567749473158485362	2297
1	C20H34N4O9	[M + H]+	C20H35N4O9+	52.493	47.706	4.786	19	0.970	1.507	2.234	0.444		475.240	60	567749938201953082	567749473179456886	2298
1	C11H16NO	[M + H + H]+	C11H18NO+	47.853	47.853	0.000	7	0.798	6.762	6.762	-11.303		180.136	59	567749947051934675	567749473200428410	2302
1	C10H16N2O4S	[M + H]+	C10H17N2O4S+	135.959	135.959	0.000	47	0.931	1.379	1.553	0.149		261.090	60	567750006111930078	567749473229788542	2308
1	C22H42N4O6	[M + H]+	C22H43N4O6+	25.342	21.917	3.425	5	1.000	3.920	3.920	1.259		459.318	63	567750074265176259	567749473259148674	2322
1	C21H34N6O4	[M + H]+	C21H35N6O4+	52.937	46.744	6.193	19	0.950	0.743	1.447	-0.689		435.271	60	567749932153766671	567749473292703110	2339
1	C21H34N6O5	[M + H]+	C21H35N6O5+	76.001	69.979	6.022	29	0.995	-0.043	2.236	-0.424		451.266	60	567749950218634213	567749473326257546	2347
1	C15H25N3O4	[M + H]+	C15H26N3O4+	45.238	39.853	5.385	9	1.000	0.964	0.964	0.760		312.192	61	567749952483558441	567749473355617678	2349
1	C22H39N5O7	[M + H]+	C22H40N5O7+	78.174	73.717	4.457	25	0.992	-0.455	2.419	-0.181		486.292	61	567749965842416899	567749473384977810	2353
1	C11H17N3O3	[M + H]+	C11H18N3O3+	38.289	38.289	0.000	8	0.954	1.218	1.218	-1.032		240.134	60	567749945881723825	567749473414337942	2359
1	C17H23N3O4	[M + H]+	C17H24N3O4+	21.862	21.862	0.000	5	1.000	-1.882	2.811	-3.958		334.175	63	567750043088914385	567749473481446814	2366
1	C22H39N5O7	[M + Na]+	C22H39N5NaO7+	31.232	25.706	5.525	16	0.969	0.643	1.943	0.629		508.274	61	567749965985023246	567749473515001250	2372
1	C22H43N7O6	[M + H]+	C22H44N7O6+	60.771	55.440	5.331	30	0.989	0.736	2.221	-0.427		502.335	61	567749975464150421	567749473548555686	2378
1	C16H22N4O4	[M + H]+	C16H23N4O4+	63.108	63.108	0.000	21	0.989	0.727	1.638	-0.584		335.171	61	567750013481322262	567749473573721514	2380
1	C15H21N5O2	[M + H]+	C15H22N5O2+	55.546	50.762	4.784	28	0.973	1.064	1.768	-2.332		304.176	61	567749986843297312	567749473603081646	2382
1	C12H14N2O3	[M + H]+	C12H15N2O3+	57.894	57.894	0.000	14	0.914	1.748	2.458	-0.481		235.108	61	567749973274723710	567749473624053170	2387
1	C11H22N2O3	[M + K]+	C11H22KN2O3+	13.339	13.339	0.000	2	0.829	-10.172	10.172	-3.755		269.125	60	567749962306618578	567749473649218998	2393
1	C16H24N4O5	[M + H]+	C16H25N4O5+	101.073	99.162	1.911	29	1.000	-0.584	1.877	-0.112		353.182	61	567750072713283757	567749473670190522	2398
1	C11H20N2O5	[M + H]+	C11H21N2O5+	124.117	124.117	0.000	34	0.984	1.072	1.492	-0.212		261.144	62	567749970099635537	567749473686967742	2401
1	C7H13NO3S	[M + H]+	C7H14NO3S+	70.704	70.321	0.383	14	0.999	4.567	4.567	0.069		192.069	61	567749951166546929	567749473707939266	2409
1	C11H22N2O3	[M + H]+	C11H23N2O3+	69.522	64.312	5.211	17	1.000	5.609	5.609	-0.090		231.170	62	567749977120900535	567749473728910790	2421
1	C10H11FN2O3	[M + H]+	C10H12FN2O3+	65.820	62.971	2.849	12	0.536	4.171	5.473	-2.915		227.082	63	567749962088514757	567749473749882314	2424
1	C11H22N2O3	[M + Na]+	C11H22N2NaO3+	15.107	11.935	3.173	8	0.991	2.380	2.380	-0.280		253.152	62	567749959311885472	567749473766659534	2428
1	C19H27N3O5	[M + Na]+	C19H27N3NaO5+	16.680	16.680	0.000	9	0.998	-0.354	1.436	-0.061		400.184	65	567749983101978100	567749473791825362	2434
1	C19H27N3O5	[M + H]+	C19H28N3O5+	58.500	52.737	5.762	20	0.995	0.017	1.888	-0.136		378.202	62	567749956791108704	567749473812796886	2438
1	C10H18N2O5	[M + H]+	C10H19N2O5+	103.056	100.378	2.678	29	0.790	0.878	1.940	-2.601		247.128	57	567749955671229515	567749473833768410	2445
1	C13H23N3O4	[M + H]+	C13H24N3O4+	80.949	77.725	3.224	25	0.983	0.760	2.026	-1.714		286.176	63	567749972448445799	567749473850545630	2446
1	C16H28N4O5	[M + H]+	C16H29N4O5+	82.545	82.545	0.000	24	0.989	3.216	3.216	2.865		357.214	62	567749959022478478	567749473867322850	2450
1	C16H29N3O6	[M + H]+	C16H30N3O6+	29.346	29.346	0.000	9	0.990	5.463	5.463	0.744		360.213	62	567749989783504467	567749473884100070	2454
1	C11H18N2O4	[M + H]+	C11H19N2O4+	79.048	77.133	1.915	19	0.998	2.395	2.396	-0.321		243.134	63	567749976449811872	567749473900877290	2455
1	C14H25N3O4	[M + H]+	C14H26N3O4+	45.781	42.926	2.855	11	0.983	-0.233	2.199	-4.007		300.191	67	567750159078197977	567749473938626030	2460
1	C9H18N2O3	[M + H]+	C9H19N2O3+	33.439	33.098	0.341	7	0.998	2.134	2.134	0.158		203.139	63	567749977741657548	567749473959597554	2463
1	C16H27N3O6	[M + H]+	C16H28N3O6+	30.084	26.545	3.539	7	1.000	1.954	1.954	0.497		358.197	61	567749948859679705	567749473980569078	2468
1	C12H22N2O2	[M + H]+	C12H23N2O2+	42.341	39.907	2.434	9	0.948	5.390	5.390	1.433		227.176	63	567749968098952497	567749473997346298	2471
1	C15H27N3O6	[M + H]+	C15H28N3O6+	66.632	66.632	0.000	19	0.970	2.940	2.940	-0.198		346.197	62	567749997404554874	567749474018317822	2475
1	C20H34N4O5	[M + H]+	C20H35N4O5+	68.937	62.856	6.081	14	0.994	1.298	3.707	-0.176		411.260	63	567749973954200970	567749474043483650	2476
1	C11H18N2O3	[M + H]+	C11H19N2O3+	72.201	69.616	2.586	15	0.978	2.072	2.317	0.279		227.139	63	567749967532721443	567749474064455174	2477
1	C20H34N4O5	[M + Na]+	C20H34N4NaO5+	49.914	43.988	5.926	13	0.998	-0.252	0.661	-0.308		433.242	63	567749969646650694	567749474081232394	2478
1	C30H36N8O3	[M + H]+	C30H37N8O3+	14.292	14.292	0.000	5	0.997	1.430	2.866	-3.236		557.297	63	567749989213079111	567749474098009614	2481
1	C13H16N2O5	[M + H]+	C13H17N2O5+	66.535	66.535	0.000	21	0.999	1.266	1.872	0.016		281.113	61	567749956648502358	567749474114786834	2483
1	C15H22N2O4	[M + H]+	C15H23N2O4+	60.999	60.999	0.000	15	0.997	1.584	2.078	-0.773		295.165	63	567749979398407634	567749474135758358	2488
1	C18H32N4O7	[M + H]+	C18H33N4O7+	51.175	49.599	1.576	20	0.999	1.026	2.360	-0.409		417.234	63	567749965238437101	567749474152535578	2492
1	C17H31N3O6	[M + H]+	C17H32N3O6+	36.423	34.918	1.504	11	0.996	4.369	4.369	-0.202		374.228	63	567750017369442103	567749474169312798	2495
1	C29H45N5O7	[M + H]+	C29H46N5O7+	23.940	23.940	0.000	6	0.945	-0.528	1.848	-0.777		576.339	63	567749987166258747	567749474186090018	2501
1	C11H20N2O4	[M + Na]+	C11H20N2NaO4+	38.679	36.549	2.129	14	0.857	6.601	6.601	6.916		267.133	63	567750041100814267	567749474215450150	2502
1	C14H20N2O4	[M + H]+	C14H21N2O4+	38.293	33.028	5.264	7	0.987	-1.353	3.389	-3.321		281.149	58	567749903980626465	567749474236421674	2508
1	C18H20N2O5	[M + H]+	C18H21N2O5+	50.944	44.628	6.315	16	0.968	1.512	1.616	0.165		345.145	63	567750207555963946	567749474253198894	2510
1	C14H18N2O3	[M + Na]+	C14H18N2NaO3+	4.223	4.223	0.000	7	0.969	2.050	4.926	-1.215		285.121	63	567749992925038174	567749474274170418	2512
1	C18H27N3O6	[M + H]+	C18H28N3O6+	66.383	60.419	5.965	18	1.000	3.271	3.271	0.963		382.198	63	567750070888761483	567749474295141942	2516
1	C14H27N3O5S	[M + H]+	C14H28N3O5S+	60.663	57.255	3.408	17	1.000	3.444	3.444	0.804		350.175	64	567750151742360259	567749474316113466	2517
1	C15H27N3O4	[M + H]+	C15H28N3O4+	44.681	41.298	3.383	11	0.998	1.040	1.652	-1.001		314.207	64	567750213235051606	567749474341279294	2519
1	C26H46N6O10	[M + H]+	C26H47N6O10+	47.435	40.944	6.491	19	0.943	1.505	2.268	-0.704		603.334	63	567750055013320702	567749474366445122	2522
1	C11H19FN2O4	[M + H]+	C11H20FN2O4+	46.341	41.334	5.007	15	0.959	0.785	5.830	-4.676		263.139	63	567750212199058507	567749474383222342	2525
1	C11H17FN2O4	[M + H]+	C11H18FN2O4+	102.494	99.383	3.111	38	0.969	0.997	2.220	-3.262		261.124	65	567750000730637968	567749474404193866	2530
1	C11H17B2NO5	[M + H]+	C11H18B2NO5+	65.084	65.084	0.000	16	0.918	-4.880	8.893	-5.804		264.142	63	567749973115340146	567749474425165390	2545
1	C25H43N5O7	[M + H]+	C25H44N5O7+	34.089	34.089	0.000	16	0.910	0.838	1.609	0.193		526.324	64	567749983827592704	567749474462914134	2559
1	C12H24N2O4	[M + H]+	C12H25N2O4+	125.220	122.637	2.583	30	0.957	2.284	2.900	0.216		261.181	64	567750003087836838	567749474483885658	2561
1	C19H27N3O5	[M + H]+	C19H28N3O5+	45.857	40.475	5.382	16	1.000	0.063	2.056	-0.389		378.202	65	567750030313064315	567749474504857182	2566
1	C16H28N4O5	[M + H]+	C16H29N4O5+	84.324	81.167	3.157	26	0.992	0.902	1.169	0.687		357.213	65	567750072084138134	567749474525828706	2576
1	C10H14N2O2	[M + H]+	C10H15N2O2+	13.978	11.153	2.825	2	0.987	5.942	5.942	1.568		195.113	62	567750003754731195	567749474546800230	2582
1	C17H25N5O3	[M + H]+	C17H26N5O3+	40.758	40.758	0.000	20	0.825	1.196	3.445	5.468		348.205	65	567750023887390558	567749474571966058	2583
1	C10H17N5O2	[M + Na]+	C10H17N5NaO2+	33.434	33.434	0.000	17	0.841	-1.491	3.610	-1.705		262.127	65	567750009337349888	567749474592937582	2584
1	C15H27N3O4	[M + Na]+	C15H27N3NaO4+	17.753	17.753	0.000	6	0.977	7.888	7.888	5.229		336.191	68	567750088110573863	567749474618103410	2585
1	C10H20N2O4	[M + H]+	C10H21N2O4+	79.093	73.810	5.283	16	0.999	4.518	4.518	-0.252		233.150	65	567749984414795286	567749474643269238	2587
1	C10H20N2O4	[M + Na]+	C10H20N2NaO4+	18.262	15.969	2.293	5	0.983	0.750	3.020	-0.266		255.131	65	567750024466204521	567749474672629370	2592
1	C11H22N2O3S	[M + H]+	C11H23N2O3S+	19.875	19.875	0.000	5	0.988	4.168	6.044	0.038		263.142	65	567750006485223145	567749474697795198	2595
1	C14H25N3O5	[M + H]+	C14H26N3O5+	56.920	56.920	0.000	16	0.946	0.628	1.220	-2.522		316.186	65	567749987103344171	567749474718766722	2600
1	C11H18N2O3	[M - H2O + H]+	C11H17N2O2+	24.732	24.732	0.000	6	0.951	4.695	4.695	-86119.236		209.129	67	567750059874519087	567749474743932550	2605
1	C11H25NO2Si	[M + H]+	C11H26NO2Si+	49.850	49.850	0.000	9	0.625	9.352	9.352	5.289		232.174	62	567750059685775398	567749474764904074	2606
1	C16H22N4O4	[M + H]+	C16H23N4O4+	77.254	77.254	0.000	29	0.994	-0.069	1.313	0.547		335.172	65	567749999778530949	567749474790069902	2613
1	C16H29N3O6	[M + H]+	C16H30N3O6+	78.635	72.744	5.891	22	0.997	-1.441	3.042	-2.199		360.212	68	567750124416469546	567749474819430034	2614
1	C18H36N4O4	[M + H]+	C18H37N4O4+	67.351	61.240	6.111	20	0.998	1.491	1.855	-0.707		373.281	65	567750033035167622	567749474844595862	2615
1	C5H10FNO	[M + H]+	C5H11FNO+	13.259	13.259	0.000	5	0.910	-4.222	8.331	-13.313		120.080	65	567750036151535516	567749474869761690	2627
1	C11H23NO6	[M + H]+	C11H24NO6+	52.304	48.729	3.575	8	0.975	0.474	5.696	-7.097		266.158	66	567750004018972359	567749474890733214	2629
1	C14H20N2O3	[M + H]+	C14H21N2O3+	36.724	31.027	5.697	9	0.982	2.714	2.714	-0.368		265.155	66	567750005226931923	567749474911704738	2630
1	C14H20N2O3	[M + Na]+	C14H20N2NaO3+	16.505	10.599	5.906	7	0.998	-0.325	1.514	-0.729		287.136	66	567750066904172649	567749474945259174	2631
1	C11H22N2O3	[M + Na]+	C11H22N2NaO3+	12.397	9.521	2.876	5	1.000	1.267	2.222	1.014		253.153	65	567749977561302472	567749474978813610	2640
1	C14H16N2O5	[M + H]+	C14H17N2O5+	59.533	56.778	2.755	11	0.980	0.334	0.549	0.245		293.113	66	567750014861248289	567749475008173742	2643
1	C18H18N2O4	[M + H]+	C18H19N2O4+	56.581	56.581	0.000	21	0.931	-0.274	2.123	-0.066		327.134	66	567750117038688744	567749475033339570	2650
1	C14H24N2O5	[M + H]+	C14H25N2O5+	68.501	68.501	0.000	17	0.983	1.839	1.839	-0.167		301.176	66	567750075338918094	567749475066894006	2651
1	C11H22N2O3	[M + H]+	C11H23N2O3+	92.061	88.831	3.230	12	0.993	4.277	4.352	0.076		231.170	66	567750017465911106	567749475092059834	2660
1	C21H34N6O5	[M + H]+	C21H35N6O5+	61.690	57.206	4.483	22	0.986	1.855	1.904	0.610		451.267	64	567749976709858732	567749475108837054	2663
1	C10H16N2O4	[M + H]+	C10H17N2O4+	78.594	73.410	5.184	14	0.996	3.124	3.124	0.367		229.118	67	567750041633490886	567749475167557314	2669
1	C10H9NO	[M + H]+	C10H10NO+	34.903	31.648	3.255	7	0.212	2.032	2.107	-0.062		160.076	67	567750197896481696	567749475201111750	2671
1	C14H18N2O5	[M + H]+	C14H19N2O5+	88.735	86.385	2.350	27	0.977	-0.087	1.356	-0.698		295.129	67	567750018015364936	567749475234666186	2676
1	C23H27N3O7	[M + H]+	C23H28N3O7+	44.761	38.712	6.049	16	0.999	1.943	2.964	-0.034		458.192	67	567750009882609419	567749475276609230	2680
1	C14H25N3O4	[M + H]+	C14H26N3O4+	80.132	76.560	3.572	13	0.978	2.168	2.168	-1.362		300.191	67	567750163670960868	567749475314357970	2689
1	C28H32N2O5	[M + H]+	C28H33N2O5+	70.189	64.025	6.164	23	0.928	-0.282	2.753	-1.254		477.238	67	567750045404170216	567749475347912406	2691
1	C29H49N5O7	[M + H]+	C29H50N5O7+	28.618	28.618	0.000	13	0.989	1.688	2.517	1.593		580.371	67	567750138106677888	567749475394049754	2692
1	C16H24N4O3	[M + H]+	C16H25N4O3+	45.965	45.965	0.000	17	0.918	1.434	1.534	0.787		321.192	67	567750026362029936	567749475427604190	2693
1	C16H29N3O5S	[M + H]+	C16H30N3O5S+	87.049	87.049	0.000	39	0.982	1.064	2.016	-0.714		376.190	66	567750044686944221	567749475461158626	2694
1	C23H32N4O7	[M + Na]+	C23H32N4NaO7+	21.589	21.589	0.000	15	0.994	0.174	1.920	6.879		499.220	67	567750064626665566	567749475490518758	2695
1	C13H22N4O3	[M + H3N + H]+	C13H26N5O3+	44.391	44.391	0.000	9	0.733	1.749	2.548	-0.487		300.203	66	567750007663822581	567749475519878890	2701
1	C15H27N3O4	[M + H]+	C15H28N3O4+	30.147	30.147	0.000	8	1.000	1.597	4.031	0.659		314.208	66	567750077448653017	567749475549239022	2707
1	C11H20N2O5	[M + H]+	C11H21N2O5+	125.841	122.626	3.216	31	0.959	2.606	2.662	0.773		261.145	69	567750114178173383	567749475582793458	2715
1	C29H42N6O8	[M + H]+	C29H43N6O8+	37.260	32.038	5.222	17	0.976	-0.680	2.836	-1.073		603.313	68	567750037900560293	567749475612153590	2728
1	C10H16N2O2	[M + H]+	C10H17N2O2+	60.454	57.722	2.732	20	0.999	1.232	3.260	-0.297		197.128	68	567750061384468552	567749475645708026	2729
1	C22H44N4O6	[M + H]+	C22H45N4O6+	22.750	17.134	5.615	6	1.000	5.484	5.484	1.362		461.334	66	567750003716982449	567749475675068158	2745
1	C22H44N4O6	[M + Na]+	C22H44N4NaO6+	15.402	9.825	5.577	1	0.916	1.101	1.101	1.519		483.316	66	567749994783114867	567749475696039682	2746
1	C27H46N4O7	[M + H]+	C27H47N4O7+	30.164	30.164	0.000	10	0.859	1.810	1.865	0.044		539.344	68	567750120587069972	567749475717011206	2748
1	C12H24N2O3	[M + H]+	C12H25N2O3+	62.455	57.086	5.369	15	0.997	3.555	3.555	-0.887		245.186	68	567750056238057493	567749475742177034	2754
1	C27H53N5O7	[M + H]+	C27H54N5O7+	33.308	32.049	1.258	9	0.998	0.020	2.791	-0.679		560.401	68	567750122151545375	567749475771537166	2756
1	C10H10N2	[M + H]+	C10H11N2+	16.967	13.701	3.267	3	0.743	1.847	1.847	-0.272		159.092	69	567750138974898827	567749475792508690	2766
1	C13H14N2O2	[M + H]+	C13H15N2O2+	47.508	44.969	2.539	13	0.982	-0.795	1.217	-0.407		231.113	68	567750068040829044	567749475813480214	2773
1	C15H29N3O4	[M + H]+	C15H30N3O4+	58.190	52.369	5.821	17	1.000	1.537	2.685	-0.694		316.223	69	567750038630369200	567749475830257434	2777
1	C33H42N4O8	[M + H]+	C33H43N4O8+	37.140	30.536	6.604	12	0.833	3.486	3.486	0.239		623.308	68	567750120176028169	567749475847034654	2780
1	C17H25N3O4	[M + H]+	C17H26N3O4+	29.319	29.319	0.000	7	0.991	0.623	0.824	-0.748		336.192	68	567750125230164544	567749475863811874	2781
1	C11H15F3N2O2	[M + H]+	C11H16F3N2O2+	14.622	11.179	3.443	5	0.819	3.374	3.374	-0.063		265.116	69	567750085929535760	567749475880589094	2787
1	C14H18N2O3S	[M + H]+	C14H19N2O3S+	40.648	40.277	0.371	17	0.986	0.931	1.558	1.085		295.111	69	567750085958895898	567749475897366314	2795
1	C12H24N2O3	[M + Na]+	C12H24N2NaO3+	4.627	4.627	0.000	1	0.954	0.906	0.906	-1.177		267.168	68	567750036394805153	567749475914143534	2796
1	C15H29N3O4	[M + Na]+	C15H29N3NaO4+	36.637	34.047	2.590	9	0.950	-0.159	1.868	-1.435		338.205	69	567750058171631643	567749475930920754	2797
1	C13H14N2O3	[M + H]+	C13H15N2O3+	81.395	76.213	5.182	20	0.997	1.683	1.683	1.179		247.108	64	567749977200592315	567749475951892278	2798
1	C8H13NO3	[M + H]+	C8H14NO3+	89.728	86.705	3.023	10	0.982	11.822	11.822	1.280		172.097	64	567750047799117811	567749475968669498	2802
1	C11H18N2O4	[M + H]+	C11H19N2O4+	108.004	102.964	5.040	27	1.000	1.348	1.936	-0.312		243.134	69	567750102530591117	567749475989641022	2810
1	C12H16N2O3	[M + H]+	C12H17N2O3+	38.602	33.086	5.516	7	0.993	0.455	0.455	-0.435		237.123	69	567750063599061075	567749476010612546	2813
1	C18H20N2O4	[M + H]+	C18H21N2O4+	63.202	57.137	6.065	17	0.988	0.903	1.197	-0.932		329.149	69	567750069907294336	567749476027389766	2818
1	C11H23N5O3	[M + Na]+	C11H23N5NaO3+	56.059	53.762	2.297	12	0.924	-3.900	5.396	-2.905		296.168	69	567750093177293117	567749476044166986	2820
1	C28H38N4O6	[M + H]+	C28H39N4O6+	18.195	18.195	0.000	5	0.939	3.775	3.775	3.430		527.288	65	567750035849545617	567749476073527118	2821
1	C14H18N2O3	[M + Na]+	C14H18N2NaO3+	8.226	4.774	3.453	2	0.942	0.031	0.124	0.077		285.121	67	567750020083156819	567749476115470162	2824
1	C10H17FN2O4	[M + H]+	C10H18FN2O4+	62.642	62.642	0.000	22	0.976	-2.510	5.475	4.825		249.126	69	567750060264589372	567749476132247382	2825
1	C11H16N2O2	[M + H]+	C11H17N2O2+	17.038	17.038	0.000	6	0.931	5.413	5.413	1.080		209.129	67	567750073740888248	567749476149024602	2836
1	C16H27N3O6	[M + H]+	C16H28N3O6+	63.337	59.858	3.479	24	0.965	0.140	1.399	-1.688		358.197	69	567750083056437498	567749476169996126	2837
1	C20H29N3O7	[M + H]+	C20H30N3O7+	46.707	46.707	0.000	14	0.993	0.597	1.820	-0.107		424.208	70	567750105642764718	567749476186773346	2839
1	C19H27N3O5	[M + Na]+	C19H27N3NaO5+	14.214	14.214	0.000	7	0.971	-0.230	1.634	-1.778		400.184	66	567750002542577307	567749476203550566	2842
1	C12H17N3O4	[M + H]+	C12H18N3O4+	60.114	57.606	2.507	21	0.974	1.724	2.439	-0.961		268.129	70	567750204628339734	567749476220327786	2843
1	C19H27N3O5	[M + H]+	C19H28N3O5+	73.532	68.198	5.334	28	0.994	0.669	1.635	-0.681		378.202	70	567750085023566085	567749476241299310	2850
1	C17H30N4O6	[M + H]+	C17H31N4O6+	89.493	85.877	3.616	25	0.986	0.703	1.193	0.014		387.224	70	567750079596136676	567749476258076530	2851
1	C16H24N4O5	[M + H]+	C16H25N4O5+	83.407	78.396	5.011	20	0.993	0.052	0.630	0.747		353.182	67	567750127033715283	567749476279048054	2852
1	C20H34N4O9	[M + H]+	C20H35N4O9+	138.306	134.062	4.244	51	0.995	0.220	2.218	0.234		475.240	70	567750096830531936	567749476295825274	2853
1	C11H18N2O3	[M + H]+	C11H19N2O3+	112.707	109.678	3.029	24	0.950	2.732	2.732	0.071		227.139	70	567750197166672788	567749476312602494	2854
1	C14H16N2O3	[M + H]+	C14H17N2O3+	109.330	106.488	2.842	38	0.967	0.956	1.732	0.410		261.123	65	567750016551552812	567749476325185410	2855
1	C30H48N6O6	[M + H]+	C30H49N6O6+	42.735	42.735	0.000	21	0.797	-0.820	3.216	-8.203		589.366	69	567750215814548614	567749476341962630	2856
1	C14H18N2O3	[M + H]+	C14H19N2O3+	46.264	40.591	5.673	14	0.967	2.368	2.368	0.582		263.139	69	567750129571269214	567749476358739850	2858
1	C14H18N2O4	[M + H]+	C14H19N2O4+	14.102	12.889	1.213	2	0.997	1.450	1.450	0.073		279.134	69	567750095962310996	567749476379711374	2859
