structure,structure_smiles_canonical,structure_smiles_isomeric,structure_inchi,structure_inchikey,organism
http://www.wikidata.org/entity/Q27160152,C(C1C(C(C(C(=O)O1)O)O)O)S(=O)(=O)O,C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)S(=O)(=O)O,"InChI=1S/C6H10O8S/c7-3-2(1-15(11,12)13)14-6(10)5(9)4(3)8/h2-5,7-9H,1H2,(H,11,12,13)/t2-,3-,4+,5-/m1/s1",YOMAOVCVRGQULE-SQOUGZDYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q410503,CN1C2=CC=CC=C2N=C3C1=CC=CC3=O,,"InChI=1S/C13H10N2O/c1-15-10-6-3-2-5-9(10)14-13-11(15)7-4-8-12(13)16/h2-8H,1H3",YNCMLFHHXWETLD-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27158731,C1=CC(OC1=O)(CC(=O)O)Cl,C1=C[C@@](OC1=O)(CC(=O)O)Cl,"InChI=1S/C6H5ClO4/c7-6(3-4(8)9)2-1-5(10)11-6/h1-2H,3H2,(H,8,9)/t6-/m1/s1",WGZZDRVKIXVYEI-ZCFIWIBFSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q229986,CC(CC1=CC=C(C=C1)I)N,,"InChI=1S/C9H12IN/c1-7(11)6-8-2-4-9(10)5-3-8/h2-5,7H,6,11H2,1H3",VZPKOWYCGWOYRF-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27162306,C(C(C(CS(=O)(=O)O)O)O)C(=O)C(=O)O,C([C@@H]([C@@H](CS(=O)(=O)O)O)O)C(=O)C(=O)O,"InChI=1S/C6H10O8S/c7-3(1-4(8)6(10)11)5(9)2-15(12,13)14/h3,5,7,9H,1-2H2,(H,10,11)(H,12,13,14)/t3-,5+/m0/s1",COLOZALSGXIPJV-WVZVXSGGSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27225317,C1=CC=C(C(=C1)C(=O)CC(=O)O)N,,"InChI=1S/C9H9NO3/c10-7-4-2-1-3-6(7)8(11)5-9(12)13/h1-4H,5,10H2,(H,12,13)",POAXUNDIOGWQOC-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q82648062,O=C1C=C(C=CCCCCCCC)NC=2C=CC=CC12,,"InChI=1S/C18H23NO/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19-15/h8-14H,2-7H2,1H3,(H,19,20)",ZNTUDOOZDLMYAG-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77519078,O=CN(O)CCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C1NC(=NCC1)C(NC(=O)C2[N+]3=C4C=C(O)C(O)=CC4=CC(NC(=O)CCC(=O)O)=C3NCC2)CO)CCCN(O)C=O)CCC(=O)N)CCC(=O)N)C(=O)NCC(=O)O,NC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)[C@@H]2CCNc3c(NC(=O)CCC(=O)O)cc4cc(O)c(O)cc4[n+]32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,"InChI=1S/C48H67N15O20/c49-36(69)7-5-27(45(78)56-25(3-1-15-61(82)22-65)43(76)53-20-40(74)75)59-46(79)28(6-8-37(50)70)58-44(77)26(4-2-16-62(83)23-66)57-47(80)29-11-13-51-41(55-29)31(21-64)60-48(81)32-12-14-52-42-30(54-38(71)9-10-39(72)73)17-24-18-34(67)35(68)19-33(24)63(32)42/h17-19,22-23,25-29,31-32,64,82-83H,1-16,20-21H2,(H16,49,50,51,52,53,54,55,56,57,58,59,60,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81)/p+1/t25?,26?,27?,28?,29?,31?,32-/m0/s1",NTMRGNGSPRGFGC-RAVWKCBISA-O,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q104198309,[O-][N+]=1C=2C=CC=CC2C(O)=CC1CCCCCCCC,,"InChI=1S/C17H23NO2/c1-2-3-4-5-6-7-10-14-13-17(19)15-11-8-9-12-16(15)18(14)20/h8-9,11-13,19H,2-7,10H2,1H3",UKKYWOFQJOMYIL-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27097543,CCCCCCCCCC(=O)CC(=O)NC1CCOC1=O,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,"InChI=1S/C16H27NO4/c1-2-3-4-5-6-7-8-9-13(18)12-15(19)17-14-10-11-21-16(14)20/h14H,2-12H2,1H3,(H,17,19)/t14-/m0/s1",PHSRRHGYXQCRPU-AWEZNQCLSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27103009,C1=NC2=C(C(=N1)N)N=CN2C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,"InChI=1S/C10H17N5O16P4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(28-10)1-27-33(21,22)30-35(25,26)31-34(23,24)29-32(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H,25,26)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1",WWMWAMFHUSTZTA-KQYNXXCUSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77502618,O=C1C=C(NC=2C=CC=CC12)CCCC=CCCCCCC,CCCCCC/C=C\CCCC1=CC(=O)C2=CC=CC=C2N1,"InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h7-8,11-12,14-16H,2-6,9-10,13H2,1H3,(H,21,22)/b8-7-",SSQJIUWSCJLTTP-FPLPWBNLSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q75055315,O=CC(N)C(O)C(O)C(O)C,CC(O)[C@@H](O)[C@H](O)[C@H](N)C=O,"InChI=1S/C6H13NO4/c1-3(9)5(10)6(11)4(7)2-8/h2-6,9-11H,7H2,1H3/t3?,4-,5-,6-/m1/s1",NTBYIQWZAVDRHA-YMFWUOAHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27102138,CC(C(=O)O)NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C,C[C@@H](C(=O)O)NC(=O)[C@@H](C)O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O,"InChI=1S/C23H36N4O20P2/c1-8(21(35)36)24-19(34)9(2)43-18-14(25-10(3)29)22(45-11(6-28)16(18)32)46-49(40,41)47-48(38,39)42-7-12-15(31)17(33)20(44-12)27-5-4-13(30)26-23(27)37/h4-5,8-9,11-12,14-18,20,22,28,31-33H,6-7H2,1-3H3,(H,24,34)(H,25,29)(H,35,36)(H,38,39)(H,40,41)(H,26,30,37)/t8-,9+,11+,12+,14+,15+,16+,17+,18+,20+,22?/m0/s1",NTMMCWJNQNKACG-CPDMUANVSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q72481433,O=C1C=2C=CC=CC2N=C(CCCCCCC)C1O,,"InChI=1S/C16H21NO2/c1-2-3-4-5-6-11-14-16(19)15(18)12-9-7-8-10-13(12)17-14/h7-10,16,19H,2-6,11H2,1H3",IRNQEHWHRAZAPL-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27158565,CC(CO)NC(=O)CCC(C(=O)O)N,C[C@@H](CO)NC(=O)CC[C@@H](C(=O)O)N,"InChI=1S/C8H16N2O4/c1-5(4-11)10-7(12)3-2-6(9)8(13)14/h5-6,11H,2-4,9H2,1H3,(H,10,12)(H,13,14)/t5-,6-/m0/s1",JJWXGBABENFUNJ-WDSKDSINSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27131710,C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)N,,"InChI=1S/C13H9N3O/c14-13(17)8-4-3-7-11-12(8)16-10-6-2-1-5-9(10)15-11/h1-7H,(H2,14,17)",KPZYYKDXZKFBQU-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q2715091,CC(CO)(C(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)O)O,C[C@](CO)([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)O)O,"InChI=1S/C14H25N3O14P2/c1-14(23,6-18)8(19)5-29-33(26,27)31-32(24,25)28-4-7-10(20)11(21)12(30-7)17-3-2-9(15)16-13(17)22/h2-3,7-8,10-12,18-21,23H,4-6H2,1H3,(H,24,25)(H,26,27)(H2,15,16,22)/t7-,8-,10-,11-,12-,14+/m1/s1",YFAUKWZNPVBCFF-XHIBXCGHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q75068928,O=C1OC2(O)CC(O)(C)C3CC4(C)CCC5(OC(C=C(C)C)CC5C)C4CC=C1C32,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@H]4[C@H]5/C(=C\C[C@@H]23)C(=O)OC5(O)C[C@@]4(C)O)O1,"InChI=1S/C25H36O5/c1-14(2)10-16-11-15(3)24(29-16)9-8-22(4)12-18-20-17(6-7-19(22)24)21(26)30-25(20,28)13-23(18,5)27/h6,10,15-16,18-20,27-28H,7-9,11-13H2,1-5H3/b17-6+/t15-,16-,18-,19+,20+,22+,23+,24-,25?/m0/s1",ABMVTHXMVSOQJZ-IOELNNTDSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77372152,CCC(C)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(N)CCSC)C(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(C=O)Cc1cnc[nH]1,,"InChI=1S/C51H90N16O13S/c1-6-30(4)43(51(80)65-37(16-17-39(56)69)46(75)60-32(27-68)23-31-25-57-28-59-31)67-50(79)42(29(2)3)66-48(77)36(15-9-12-21-54)63-47(76)35(14-8-11-20-53)64-49(78)38(24-41(71)72)61-40(70)26-58-45(74)34(13-7-10-19-52)62-44(73)33(55)18-22-81-5/h25,27-30,32-38,42-43H,6-24,26,52-55H2,1-5H3,(H2,56,69)(H,57,59)(H,58,74)(H,60,75)(H,61,70)(H,62,73)(H,63,76)(H,64,78)(H,65,80)(H,66,77)(H,67,79)(H,71,72)",WHCYZGLGDNCDKO-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27157748,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=C(C(=C1O)OC)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,"InChI=1S/C54H84O4/c1-40(2)22-14-23-41(3)24-15-25-42(4)26-16-27-43(5)28-17-29-44(6)30-18-31-45(7)32-19-33-46(8)34-20-35-47(9)36-21-37-48(10)38-39-50-49(11)51(55)53(57-12)54(58-13)52(50)56/h22,24,26,28,30,32,34,36,38,55-56H,14-21,23,25,27,29,31,33,35,37,39H2,1-13H3/b41-24+,42-26+,43-28+,44-30+,45-32+,46-34+,47-36+,48-38+",NPCOQXAVBJJZBQ-WJNLUYJISA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27463885,CCCCCCCCCC1=CC(=O)C2=CC=CC=C2N1,,"InChI=1S/C18H25NO/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19-15/h9-10,12-14H,2-8,11H2,1H3,(H,19,20)",KKRXDNYRUZGPFM-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27127298,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OC1C(C(C(CO1)N)O)O)C)C)C)C)C)C)C)C)C)C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)N)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,"InChI=1S/C60H100NO7P/c1-46(2)23-13-24-47(3)25-14-26-48(4)27-15-28-49(5)29-16-30-50(6)31-17-32-51(7)33-18-34-52(8)35-19-36-53(9)37-20-38-54(10)39-21-40-55(11)41-22-42-56(12)43-44-67-69(64,65)68-60-59(63)58(62)57(61)45-66-60/h23,25,27,29,31,33,35,37,39,41,43,57-60,62-63H,13-22,24,26,28,30,32,34,36,38,40,42,44-45,61H2,1-12H3,(H,64,65)/b47-25+,48-27+,49-29-,50-31-,51-33-,52-35-,53-37-,54-39-,55-41-,56-43-/t57-,58-,59+,60-/m0/s1",BAFPKKRTAQMYMS-MEKAZKDWSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27225352,C1=CC=C2C(=C1)NC3=CC=CC=C3N2,,"InChI=1S/C12H10N2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8,13-14H",IVURTNNWJAPOML-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27145638,C1=CC=C2C(=C1)C(=CC(=O)N2)O,,"InChI=1S/C9H7NO2/c11-8-5-9(12)10-7-4-2-1-3-6(7)8/h1-5H,(H2,10,11,12)",HDHQZCHIXUUSMK-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27225319,CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)C4=CC=CC=C4N)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)C4=CC=CC=C4N)O,"InChI=1S/C30H43N8O18P3S/c1-30(2,25(43)28(44)34-8-7-20(40)33-9-10-60-21(41)11-18(39)16-5-3-4-6-17(16)31)13-53-59(50,51)56-58(48,49)52-12-19-24(55-57(45,46)47)23(42)29(54-19)38-15-37-22-26(32)35-14-36-27(22)38/h3-6,14-15,19,23-25,29,42-43H,7-13,31H2,1-2H3,(H,33,40)(H,34,44)(H,48,49)(H,50,51)(H2,32,35,36)(H2,45,46,47)/t19-,23-,24-,25+,29-/m1/s1",OLOTULRNHWZRKJ-FUEUKBNZSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27157840,CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O,CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O)O,"InChI=1S/C41H58O2/c1-30(2)16-11-17-31(3)18-12-19-32(4)20-13-21-33(5)22-14-23-34(6)24-15-25-35(7)28-29-37-36(8)40(42)38-26-9-10-27-39(38)41(37)43/h9-10,16,18,20,22,24,26-28,42-43H,11-15,17,19,21,23,25,29H2,1-8H3/b31-18+,32-20+,33-22+,34-24+,35-28+",ZVENTDGZQVBWNA-RCIYGOBDSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q55973990,CCCCCCCC1=CC(=O)C2=CC=CC=C2N1,,"InChI=1S/C16H21NO/c1-2-3-4-5-6-9-13-12-16(18)14-10-7-8-11-15(14)17-13/h7-8,10-12H,2-6,9H2,1H3,(H,17,18)",UYRHHBXYXSYGHA-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77499486,CCC(C)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(N)CCSC)C(C)O)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C=O)Cc1ccc(O)cc1,,"InChI=1S/C51H85N13O15S/c1-7-28(4)42(50(78)61-36(23-38(55)68)47(75)57-31(26-65)22-30-14-16-32(67)17-15-30)63-49(77)41(27(2)3)62-46(74)35(13-9-11-20-53)60-51(79)43(29(5)66)64-48(76)37(24-40(70)71)58-39(69)25-56-45(73)34(12-8-10-19-52)59-44(72)33(54)18-21-80-6/h14-17,26-29,31,33-37,41-43,66-67H,7-13,18-25,52-54H2,1-6H3,(H2,55,68)(H,56,73)(H,57,75)(H,58,69)(H,59,72)(H,60,79)(H,61,78)(H,62,74)(H,63,77)(H,64,76)(H,70,71)",PNTZQSRGXCNNOT-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77494856,CCC(C)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(N)CCSC)C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C=O)Cc1ccc(O)cc1,,"InChI=1S/C52H84N12O15S/c1-6-30(4)44(51(78)61-37(25-41(68)69)48(75)57-32(28-65)24-31-15-17-33(66)18-16-31)63-50(77)43(29(2)3)62-47(74)36(13-8-10-21-54)60-49(76)39-14-11-22-64(39)52(79)38(26-42(70)71)58-40(67)27-56-46(73)35(12-7-9-20-53)59-45(72)34(55)19-23-80-5/h15-18,28-30,32,34-39,43-44,66H,6-14,19-27,53-55H2,1-5H3,(H,56,73)(H,57,75)(H,58,67)(H,59,72)(H,60,76)(H,61,78)(H,62,74)(H,63,77)(H,68,69)(H,70,71)",OADJURFAGVHFQN-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27162315,C(C(C=O)O)S(=O)(=O)O,C([C@@H](C=O)O)S(=O)(=O)O,"InChI=1S/C3H6O5S/c4-1-3(5)2-9(6,7)8/h1,3,5H,2H2,(H,6,7,8)/t3-/m1/s1",GVEIZEMJOBQMCQ-GSVOUGTGSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q69756364,CCP(=O)(O)O,,"InChI=1S/C2H7O3P/c1-2-6(3,4)5/h2H2,1H3,(H2,3,4,5)",GATNOFPXSDHULC-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27123804,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=C(C(=C1O)OC)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,"InChI=1S/C39H60O4/c1-28(2)16-11-17-29(3)18-12-19-30(4)20-13-21-31(5)22-14-23-32(6)24-15-25-33(7)26-27-35-34(8)36(40)38(42-9)39(43-10)37(35)41/h16,18,20,22,24,26,40-41H,11-15,17,19,21,23,25,27H2,1-10H3/b29-18+,30-20+,31-22+,32-24+,33-26+",DYOSCPIQEYRQEO-LPHQIWJTSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77561210,CC(=O)N(O)CCCC1NC(=O)CNC(=O)CNC(=O)CNC(=O)C(CCCN(O)C(C)=O)NC(=O)C(CCCN(O)C(C)=O)NC1=O,,"InChI=1S/C27H45N9O12/c1-16(37)34(46)10-4-7-19-25(43)30-14-23(41)28-13-22(40)29-15-24(42)31-20(8-5-11-35(47)17(2)38)26(44)33-21(27(45)32-19)9-6-12-36(48)18(3)39/h19-21,46-48H,4-15H2,1-3H3,(H,28,41)(H,29,40)(H,30,43)(H,31,42)(H,32,45)(H,33,44)",ZFDAUYPBCXMSBF-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27225502,C1=CC2=NC3=C(C=CC=C3NC2C(=C1)C(=O)O)C(=O)O,C1=CC2=NC3=C(C=CC=C3N[C@H]2C(=C1)C(=O)O)C(=O)O,"InChI=1S/C14H10N2O4/c17-13(18)7-3-1-5-9-11(7)16-10-6-2-4-8(14(19)20)12(10)15-9/h1-6,11,16H,(H,17,18)(H,19,20)/t11-/m0/s1",INPMVLIHPFWVLB-NSHDSACASA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q287415,CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27131864,C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)C(=O)O,,"InChI=1S/C13H8N2O2/c16-13(17)8-4-3-7-11-12(8)15-10-6-2-1-5-9(10)14-11/h1-7H,(H,16,17)",JGCSKOVQDXEQHI-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q104171408,[O-][N+]=1C=2C=CC=CC2C(O)=CC1CCCC=CCCCCCC,,"InChI=1S/C20H27NO2/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21(17)23/h7-8,11-12,14-16,22H,2-6,9-10,13H2,1H3",LWYHXEXQBAUDEY-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q193572,C1=CC=C(C(=C1)C(=O)O)O,,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",YGSDEFSMJLZEOE-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27094231,C1=C(C2=C(N1)N=C(NC2=O)N)CN,,"InChI=1S/C7H9N5O/c8-1-3-2-10-5-4(3)6(13)12-7(9)11-5/h2H,1,8H2,(H4,9,10,11,12,13)",MEYMBLGOKYDGLZ-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77420112,CSCCC(N)C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C=O)CC(C)C)C(C)C,,"InChI=1S/C48H82N14O15S/c1-24(2)18-27(23-63)55-42(72)29(10-8-15-53-48(51)52)58-43(73)31(19-25(3)4)60-46(76)39(26(5)6)61-44(74)32(20-37(66)67)59-45(75)34-11-9-16-62(34)47(77)33(21-38(68)69)56-36(65)22-54-41(71)30(12-13-35(50)64)57-40(70)28(49)14-17-78-7/h23-34,39H,8-22,49H2,1-7H3,(H2,50,64)(H,54,71)(H,55,72)(H,56,65)(H,57,70)(H,58,73)(H,59,75)(H,60,76)(H,61,74)(H,66,67)(H,68,69)(H4,51,52,53)",QUOZVRXORPMWDL-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q83056250,O1N(C=[S][Cu]12ON(C=[S]2)C)C,,"InChI=1S/2C2H4NOS.Cu/c2*1-3(4)2-5;/h2*2H,1H3;/q2*-1;+2",PGYZQLIUYISMJD-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27157756,CC1=C(C(=C(C(=C1O)OC)OC)O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC1=C(C(=C(C(=C1O)OC)OC)O)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C,"InChI=1S/C44H68O4/c1-32(2)18-12-19-33(3)20-13-21-34(4)22-14-23-35(5)24-15-25-36(6)26-16-27-37(7)28-17-29-38(8)30-31-40-39(9)41(45)43(47-10)44(48-11)42(40)46/h18,20,22,24,26,28,30,45-46H,12-17,19,21,23,25,27,29,31H2,1-11H3/b33-20+,34-22+,35-24+,36-26+,37-28+,38-30+",PFIUSPPKANBDHQ-RJYQSXAYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q83033644,C1=C2C=C(C(=O)OC2=CC(=C1O)O)NC=O,,"InChI=1S/C10H7NO5/c12-4-11-6-1-5-2-7(13)8(14)3-9(5)16-10(6)15/h1-4,13-14H,(H,11,12)",CQNMQTYIULLBAS-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q77521669,O=C1OC2(O)CC(O)(C)C3CC4(C)CCC5(OC(C=C(C)C)CC5C)C4CC=C1C32,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@H]4[C@@H]5/C(=C\C[C@@H]23)C(=O)OC5(O)C[C@@]4(C)O)O1,"InChI=1S/C25H36O5/c1-14(2)10-16-11-15(3)24(29-16)9-8-22(4)12-18-20-17(6-7-19(22)24)21(26)30-25(20,28)13-23(18,5)27/h6,10,15-16,18-20,27-28H,7-9,11-13H2,1-5H3/b17-6+/t15-,16-,18-,19+,20-,22+,23+,24-,25?/m0/s1",ABMVTHXMVSOQJZ-GSJGKKMLSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q104197609,O=C1C=C(NC=2C=CC=CC12)CCCC=CCCCCCC,,"InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h7-8,11-12,14-16H,2-6,9-10,13H2,1H3,(H,21,22)",SSQJIUWSCJLTTP-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27103256,C1=C(NC=N1)CC(C=O)N,C1=C(NC=N1)C[C@@H](C=O)N,"InChI=1S/C6H9N3O/c7-5(3-10)1-6-2-8-4-9-6/h2-5H,1,7H2,(H,8,9)/t5-/m0/s1",VYOIELONWKIZJS-YFKPBYRVSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q104194255,[C-]#[N+]C1=CC=2C=C(O)C(O)=CC2OC1=O,,"InChI=1S/C10H5NO4/c1-11-6-2-5-3-7(12)8(13)4-9(5)15-10(6)14/h2-4,12-13H",PBXVYKHISUQHKY-UHFFFAOYSA-N,Pseudomonas aeruginosa
