structure,structure_smiles_canonical,structure_smiles_isomeric,structure_inchi,structure_inchikey,organism
http://www.wikidata.org/entity/Q105207814,CC(=O)NC(CO)C(OC1OC(C(=O)O)C(OC2OC(C(N)=O)C(O)C(O)C2NC(C)=O)C(O)C1NC=O)C(O)C(C)O,CC(=O)N[C@H]1[C@@H](O[C@@H]2[C@H](O)[C@@H](NC=O)[C@@H](O[C@@H]([C@H](O)[C@@H](C)O)[C@H](CO)NC(C)=O)O[C@@H]2C(=O)O)O[C@H](C(N)=O)[C@H](O)[C@@H]1O,"InChI=1S/C23H38N4O16/c1-6(30)12(33)16(9(4-28)26-7(2)31)40-22-10(25-5-29)14(35)17(19(43-22)21(38)39)41-23-11(27-8(3)32)13(34)15(36)18(42-23)20(24)37/h5-6,9-19,22-23,28,30,33-36H,4H2,1-3H3,(H2,24,37)(H,25,29)(H,26,31)(H,27,32)(H,38,39)/t6-,9+,10-,11-,12-,13-,14-,15-,16-,17-,18+,19+,22+,23+/m1/s1",PFKPGJIRLGBSCS-XPQYTBFCSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105128081,O=C(O)NC1=CN=CN1C2OC(COP(=O)(O)O)C(O)C2O,,"InChI=1S/C9H14N3O9P/c13-6-4(2-20-22(17,18)19)21-8(7(6)14)12-3-10-1-5(12)11-9(15)16/h1,3-4,6-8,11,13-14H,2H2,(H,15,16)(H2,17,18,19)",JHLXDWGVSYMXPL-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105241838,OC=1C(OC)=C(OC)C(O)=C(C1C)CC=C(C)CCC=C(C)C,COc1c(O)c(C)c(C/C=C(\C)CCC=C(C)C)c(O)c1OC,"InChI=1S/C19H28O4/c1-12(2)8-7-9-13(3)10-11-15-14(4)16(20)18(22-5)19(23-6)17(15)21/h8,10,20-21H,7,9,11H2,1-6H3/b13-10+",RNUCUWWMTTWKAH-JLHYYAGUSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105371919,CCC(C)C1NC(=O)C2CCCN2C1=O,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,"InChI=1S/C11H18N2O2/c1-3-7(2)9-11(15)13-6-4-5-8(13)10(14)12-9/h7-9H,3-6H2,1-2H3,(H,12,14)/t7-,8-,9-/m0/s1",ZDACRNZBFJOLTC-CIUDSAMLSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q115971226,O=C1NC(C(=O)N2CCCC12)CCSC,CSCC[C@@H]1NC(=O)[C@@H]2CCCN2C1=O,"InChI=1S/C10H16N2O2S/c1-15-6-4-7-10(14)12-5-2-3-8(12)9(13)11-7/h7-8H,2-6H2,1H3,(H,11,13)/t7-,8-/m0/s1",VFVAGPWBFWJBMN-YUMQZZPRSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105030246,O=C(O)C(N)C=COC,CO/C=C/[C@H](N)C(=O)O,"InChI=1S/C5H9NO3/c1-9-3-2-4(6)5(7)8/h2-4H,6H2,1H3,(H,7,8)/b3-2+/t4-/m0/s1",HLOPMQJRUIOMJO-ZPYNKGFJSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105278550,CCCCCCCCCC(O)=C1C(=O)CNC1=O,CCCCCCCCC/C(O)=C1\C(=O)CNC1=O,"InChI=1S/C14H23NO3/c1-2-3-4-5-6-7-8-9-11(16)13-12(17)10-15-14(13)18/h16H,2-10H2,1H3,(H,15,18)/b13-11-",USWXONDRQANYOY-QBFSEMIESA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105291950,O=C(O)C1N(C)C(SC1)C2NC(SC2)=C3C=CC=CC3=O,CN1C([C@H]2CS/C(=C3\C=CC=CC3=O)N2)SC[C@H]1C(=O)O,"InChI=1S/C14H16N2O3S2/c1-16-10(14(18)19)7-21-13(16)9-6-20-12(15-9)8-4-2-3-5-11(8)17/h2-5,9-10,13,15H,6-7H2,1H3,(H,18,19)/b12-8+/t9-,10+,13?/m1/s1",VRTHPBIMOLQLGL-MXZFKARLSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q110200603,O=C1C=C(NC=2C=CC=CC12)CCC=CCCCCCCC,,"InChI=1S/C20H27NO/c1-2-3-4-5-6-7-8-9-10-13-17-16-20(22)18-14-11-12-15-19(18)21-17/h8-9,11-12,14-16H,2-7,10,13H2,1H3,(H,21,22)",AWCWOJPATVETFJ-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105245638,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC2CCNc3c(NC(=O)CCC(=O)C(=O)O)cc4cc(O)c(=O)cc-4n32)CCCCNC(=O)C(C(C)O)NC1=O,C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@@H](NC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@@H](CO)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](CO)N[C@@H]2CCNc3c(NC(=O)CCC(=O)C(=O)O)cc4cc(O)c(=O)cc-4n32)CCCCNC(=O)[C@H]([C@@H](C)O)NC1=O,"InChI=1S/C55H83N17O22/c1-27(77)43-52(89)59-15-4-3-8-30(46(83)64-33(11-7-19-71(94)26-76)49(86)68-44(28(2)78)53(90)69-43)63-47(84)32(10-6-18-70(93)25-75)66-51(88)36(24-74)67-48(85)31(9-5-16-60-55(56)57)65-50(87)35(23-73)61-41-14-17-58-45-34(62-42(82)13-12-38(79)54(91)92)20-29-21-39(80)40(81)22-37(29)72(41)45/h20-22,25-28,30-33,35-36,41,43-44,58,61,73-74,77-78,80,93-94H,3-19,23-24H2,1-2H3,(H,59,89)(H,62,82)(H,63,84)(H,64,83)(H,65,87)(H,66,88)(H,67,85)(H,68,86)(H,69,90)(H,91,92)(H4,56,57,60)/t27-,28-,30+,31+,32+,33+,35-,36-,41+,43+,44+/m1/s1",RUIOLPSOXWTQMI-MYMJXMRCSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105265387,OC=1C(OC)=C(OC)C(O)=C(C1C)CC=C(C)C,,"InChI=1S/C14H20O4/c1-8(2)6-7-10-9(3)11(15)13(17-4)14(18-5)12(10)16/h6,15-16H,7H2,1-5H3",TVLSKGDBUQMDPR-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105185365,O=CC(N)C(O)C(O)C(O)C,C[C@H](O)[C@@H](O)[C@H](O)[C@H](N)C=O,"InChI=1S/C6H13NO4/c1-3(9)5(10)6(11)4(7)2-8/h2-6,9-11H,7H2,1H3/t3-,4+,5+,6+/m0/s1",NTBYIQWZAVDRHA-SLPGGIOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105193300,O=C1C=CC=CC1=C2SC=C(N2)CO,O=C1C=CC=C/C1=C1\NC(CO)=CS1,"InChI=1S/C10H9NO2S/c12-5-7-6-14-10(11-7)8-3-1-2-4-9(8)13/h1-4,6,11-12H,5H2/b10-8-",OJUVKTKVBLPUIK-NTMALXAHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105199354,CCCCCCCCCC(O)=C1C(=O)NC(CCO)C1=O,CCCCCCCCC/C(O)=C1/C(=O)N[C@H](CCO)C1=O,"InChI=1S/C16H27NO4/c1-2-3-4-5-6-7-8-9-13(19)14-15(20)12(10-11-18)17-16(14)21/h12,18-19H,2-11H2,1H3,(H,17,21)/b14-13-/t12-/m1/s1",OSWGMRUTKTWVOY-HUTFPVNGSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105221738,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C2CCNC3C(NC(=O)CCC(N)C(=O)O)=Cc4cc(O)c(O)cc4N23)CCCCNC(=O)C(C(C)O)NC1=O,,"InChI=1S/C56H88N18O22/c1-27(79)43-53(91)61-15-4-3-8-31(46(84)65-34(11-7-19-73(96)26-78)49(87)70-44(28(2)80)54(92)71-43)64-47(85)33(10-6-18-72(95)25-77)67-50(88)36(23-75)68-48(86)32(9-5-16-62-56(58)59)66-51(89)37(24-76)69-52(90)38-14-17-60-45-35(63-42(83)13-12-30(57)55(93)94)20-29-21-40(81)41(82)22-39(29)74(38)45/h20-22,25-28,30-34,36-38,43-45,60,75-76,79-82,95-96H,3-19,23-24,57H2,1-2H3,(H,61,91)(H,63,83)(H,64,85)(H,65,84)(H,66,89)(H,67,88)(H,68,86)(H,69,90)(H,70,87)(H,71,92)(H,93,94)(H4,58,59,62)",QIRRYPHVUMPBDX-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105199355,CCCCCCCCCC(O)=C1C(=O)NC(CCO)C1=O,CCCCCCCCC/C(O)=C1/C(=O)N[C@@H](CCO)C1=O,"InChI=1S/C16H27NO4/c1-2-3-4-5-6-7-8-9-13(19)14-15(20)12(10-11-18)17-16(14)21/h12,18-19H,2-11H2,1H3,(H,17,21)/b14-13-/t12-/m0/s1",OSWGMRUTKTWVOY-JOLOJFPGSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105100773,OC=1C(OC)=C(OC)C(O)=C(C1C)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC,"InChI=1S/C34H52O4/c1-24(2)14-10-15-25(3)16-11-17-26(4)18-12-19-27(5)20-13-21-28(6)22-23-30-29(7)31(35)33(37-8)34(38-9)32(30)36/h14,16,18,20,22,35-36H,10-13,15,17,19,21,23H2,1-9H3/b25-16+,26-18+,27-20+,28-22+",BJOPRJZXDVAPDG-UVCHAVPFSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q113958881,O=C(C=CC)NC1=CC(=O)C2N1CC2,CC=CC(=O)NC1=CC(=O)[C@H]2CCN12,"InChI=1S/C10H12N2O2/c1-2-3-10(14)11-9-6-8(13)7-4-5-12(7)9/h2-3,6-7H,4-5H2,1H3,(H,11,14)/t7-/m1/s1",WNKLVRDIRPADMZ-SSDOTTSWSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105160276,O=C(C1=CC(Cl)=C(Cl)N1)C=2C(O)=CC=C(C2O)CC=3C=C(C(O)=C(C(=O)C4=CC(Cl)=C(Cl)N4)C3O)C(C=5N=C(SC5)C=6C=CC=CC6O)C7=CC=C(O)C(C(=O)C8=CC(Cl)=C(Cl)N8)=C7O,,"InChI=1S/C44H26Cl6N4O10S/c45-20-11-23(51-41(20)48)38(62)31-28(56)7-5-15(34(31)58)9-16-10-19(37(61)33(35(16)59)40(64)25-13-22(47)43(50)53-25)30(26-14-65-44(54-26)17-3-1-2-4-27(17)55)18-6-8-29(57)32(36(18)60)39(63)24-12-21(46)42(49)52-24/h1-8,10-14,30,51-53,55-61H,9H2",MADIKJAZYIGDAS-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105106950,O=C1C=C(C(=O)C=2C=CC=CC12)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(=O)c2ccccc2C1=O,"InChI=1S/C45H62O2/c1-34(2)17-11-18-35(3)19-12-20-36(4)21-13-22-37(5)23-14-24-38(6)25-15-26-39(7)27-16-28-40(8)31-32-41-33-44(46)42-29-9-10-30-43(42)45(41)47/h9-10,17,19,21,23,25,27,29-31,33H,11-16,18,20,22,24,26,28,32H2,1-8H3/b35-19+,36-21+,37-23+,38-25+,39-27+,40-31+",GJIGVPBRJFOUGD-SSQLMYNASA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q106042062,CCCCCCC/C=C/c1cc(=O)c2ccccc2n1O,CCCCCCC/C=C/c1cc(=O)c2ccccc2n1O,"InChI=1S/C18H23NO2/c1-2-3-4-5-6-7-8-11-15-14-18(20)16-12-9-10-13-17(16)19(15)21/h8-14,21H,2-7H2,1H3/b11-8+",LOUOCBKBIWBTTR-DHZHZOJOSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105229225,NC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)C2CCN=C3C(NC(=O)CCC(=O)O)=Cc4cc(O)c(O)cc4N32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,,"InChI=1S/C48H67N15O20/c49-36(69)7-5-27(45(78)56-25(3-1-15-61(82)22-65)43(76)53-20-40(74)75)59-46(79)28(6-8-37(50)70)58-44(77)26(4-2-16-62(83)23-66)57-47(80)29-11-13-51-41(55-29)31(21-64)60-48(81)32-12-14-52-42-30(54-38(71)9-10-39(72)73)17-24-18-34(67)35(68)19-33(24)63(32)42/h17-19,22-23,25-29,31-32,64,67-68,82-83H,1-16,20-21H2,(H2,49,69)(H2,50,70)(H,51,55)(H,53,76)(H,54,71)(H,56,78)(H,57,80)(H,58,77)(H,59,79)(H,60,81)(H,72,73)(H,74,75)",QWJRYCFSCCMPPH-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105187440,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)O)cc4cc(O)c(=O)cc-4n32)CCCCNC(=O)C(C(C)O)NC1=O,,"InChI=1S/C55H83N17O22/c1-27(77)43-53(91)59-15-4-3-8-30(46(84)63-33(11-7-19-71(94)26-76)49(87)68-44(28(2)78)54(92)69-43)62-47(85)32(10-6-18-70(93)25-75)65-50(88)35(23-73)66-48(86)31(9-5-16-60-55(56)57)64-51(89)36(24-74)67-52(90)37-14-17-58-45-34(61-41(81)12-13-42(82)83)20-29-21-39(79)40(80)22-38(29)72(37)45/h20-22,25-28,30-33,35-37,43-44,58,73-74,77-79,93-94H,3-19,23-24H2,1-2H3,(H,59,91)(H,61,81)(H,62,85)(H,63,84)(H,64,89)(H,65,88)(H,66,86)(H,67,90)(H,68,87)(H,69,92)(H,82,83)(H4,56,57,60)",NYBSHYBITMVDLL-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105265538,OC1OC(C)C(O)C(O)C1N,,"InChI=1S/C6H13NO4/c1-2-4(8)5(9)3(7)6(10)11-2/h2-6,8-10H,7H2,1H3",TVTGZVYLUHVBAJ-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105254013,CCC(C)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(N)CCSC)C(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C=O)Cc1ccc(O)cc1,,"InChI=1S/C52H77N13O16S/c1-6-28(4)44(51(80)62-36(22-42(72)73)48(77)58-31(25-66)20-29-9-11-32(67)12-10-29)64-50(79)43(27(2)3)63-47(76)35(14-16-41(70)71)61-49(78)38-8-7-18-65(38)52(81)37(21-30-23-55-26-57-30)59-40(69)24-56-46(75)34(13-15-39(54)68)60-45(74)33(53)17-19-82-5/h9-12,23,25-28,31,33-38,43-44,67H,6-8,13-22,24,53H2,1-5H3,(H2,54,68)(H,55,57)(H,56,75)(H,58,77)(H,59,69)(H,60,74)(H,61,78)(H,62,80)(H,63,76)(H,64,79)(H,70,71)(H,72,73)",SISUIWQKEBULAB-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105351421,N=C1N=C(O)C2=C(N=CC2CN)N1,,"InChI=1S/C7H9N5O/c8-1-3-2-10-5-4(3)6(13)12-7(9)11-5/h2-3H,1,8H2,(H3,9,11,12,13)",YOOCQXHZDKMDJM-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105141325,CCCCCCCCCC(O)=C1C(=O)NC(C)C1=O,CCCCCCCCC/C(O)=C1/C(=O)N[C@@H](C)C1=O,"InChI=1S/C15H25NO3/c1-3-4-5-6-7-8-9-10-12(17)13-14(18)11(2)16-15(13)19/h11,17H,3-10H2,1-2H3,(H,16,19)/b13-12-/t11-/m0/s1",KHTHQNHXMCUIBE-IBPBOOLHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q110012301,O=P(O)(O)OCC1OC(N2C=CC(=N)N=C2O)CC1O,,"InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)",NCMVOABPESMRCP-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105247233,O=C(C1=CC(Cl)=C(Cl)N1)C=2C(O)=CC=C(C2O)CC3=CC=C(O)C(C(=O)C4=CC(Cl)=C(Cl)N4)=C3O,,"InChI=1S/C23H14Cl4N2O6/c24-10-6-12(28-22(10)26)20(34)16-14(30)3-1-8(18(16)32)5-9-2-4-15(31)17(19(9)33)21(35)13-7-11(25)23(27)29-13/h1-4,6-7,28-33H,5H2",RXQLQHSDUYRSLI-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105340417,O=C1C(OC)=C(OC)C(=O)C(=C1C)CC=C(C)CCC=C(C)CCC=C(C)C,COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O,"InChI=1S/C24H34O4/c1-16(2)10-8-11-17(3)12-9-13-18(4)14-15-20-19(5)21(25)23(27-6)24(28-7)22(20)26/h10,12,14H,8-9,11,13,15H2,1-7H3/b17-12+,18-14+",XREILSQAXUAAHP-NXGXIAAHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105111165,O=C1C=C(N(O)C=2C=CC=CC12)CCCCCCC,,"InChI=1S/C16H21NO2/c1-2-3-4-5-6-9-13-12-16(18)14-10-7-8-11-15(14)17(13)19/h7-8,10-12,19H,2-6,9H2,1H3",ICTVCUOZYWNYHM-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105257275,CC(=O)NC1C(O)OC(C(=O)O)C(O)C1NC(C)=O,CC(=O)N[C@H]1[C@H](O)[C@H](C(=O)O)O[C@@H](O)[C@H]1NC(C)=O,"InChI=1S/C10H16N2O7/c1-3(13)11-5-6(12-4(2)14)10(18)19-8(7(5)15)9(16)17/h5-8,10,15,18H,1-2H3,(H,11,13)(H,12,14)(H,16,17)/t5-,6+,7+,8-,10-/m1/s1",SOXOUCOZZYMXPU-WASRKXDBSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105102663,OC=1C(OC)=C(OC)C(O)=C(C1C)CC=C(C)CCC=C(C)CCC=C(C)C,COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC,"InChI=1S/C24H36O4/c1-16(2)10-8-11-17(3)12-9-13-18(4)14-15-20-19(5)21(25)23(27-6)24(28-7)22(20)26/h10,12,14,25-26H,8-9,11,13,15H2,1-7H3/b17-12+,18-14+",CJEFSXQNNAAJQZ-NXGXIAAHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105327328,O=C(O)C=1N=CN(C1N)C2OC(COP(=O)(O)O)C(O)C2O,,"InChI=1S/C9H14N3O9P/c10-7-4(9(15)16)11-2-12(7)8-6(14)5(13)3(21-8)1-20-22(17,18)19/h2-3,5-6,8,13-14H,1,10H2,(H,15,16)(H2,17,18,19)",XFVULMDJZXYMSG-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105009912,O=C(O)C1OC(OC2C(O)C(O)C(OC)OC2C(=O)O)C(O)C(O)C1OC,,"InChI=1S/C14H22O13/c1-23-7-3(15)6(18)14(27-9(7)11(19)20)25-8-4(16)5(17)13(24-2)26-10(8)12(21)22/h3-10,13-18H,1-2H3,(H,19,20)(H,21,22)",GKFPPCXIBHQRQT-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105212961,O=C(O)CC(OC(=O)CC(OC1OC(C)C(O)C(O)C1O)CCCCCCC)CCCCCCC,CCCCCCC[C@H](CC(=O)O)OC(=O)C[C@@H](CCCCCCC)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,"InChI=1S/C26H48O9/c1-4-6-8-10-12-14-19(16-21(27)28)34-22(29)17-20(15-13-11-9-7-5-2)35-26-25(32)24(31)23(30)18(3)33-26/h18-20,23-26,30-32H,4-17H2,1-3H3,(H,27,28)/t18-,19+,20+,23-,24+,25+,26-/m0/s1",PPMPLIBYTIWXPG-TXRCGMDISA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q105185517,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(O)nc3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)O,CC(=O)N[C@H]1C(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@H](C)C(=O)O,"InChI=1S/C23H36N4O20P2/c1-8(21(35)36)24-19(34)9(2)43-18-14(25-10(3)29)22(45-11(6-28)16(18)32)46-49(40,41)47-48(38,39)42-7-12-15(31)17(33)20(44-12)27-5-4-13(30)26-23(27)37/h4-5,8-9,11-12,14-18,20,22,28,31-33H,6-7H2,1-3H3,(H,24,34)(H,25,29)(H,35,36)(H,38,39)(H,40,41)(H,26,30,37)/t8-,9-,11-,12-,14-,15-,16-,17-,18-,20-,22?/m1/s1",NTMMCWJNQNKACG-JKXSCJIPSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27110090,CCCCCCCC1=C(C(=O)C2=CC=CC=C2N1)O,,"InChI=1S/C16H21NO2/c1-2-3-4-5-6-11-14-16(19)15(18)12-9-7-8-10-13(12)17-14/h7-10,19H,2-6,11H2,1H3,(H,17,18)",CEIUIHOQDSVZJQ-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q104944247,NC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)C2CCNc3c(NC(=O)CCC(=O)O)cc4cc(O)c(=O)cc-4n32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,NC(=O)CCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(C(CO)NC(=O)[C@@H]2CCNc3c(NC(=O)CCC(=O)O)cc4cc(O)c(=O)cc-4n32)N1)C(=O)NC(CCCN(O)C=O)C(=O)NCC(=O)O,"InChI=1S/C48H67N15O20/c49-36(69)7-5-27(45(78)56-25(3-1-15-61(82)22-65)43(76)53-20-40(74)75)59-46(79)28(6-8-37(50)70)58-44(77)26(4-2-16-62(83)23-66)57-47(80)29-11-13-51-41(55-29)31(21-64)60-48(81)32-12-14-52-42-30(54-38(71)9-10-39(72)73)17-24-18-34(67)35(68)19-33(24)63(32)42/h17-19,22-23,25-29,31-32,52,64,67,82-83H,1-16,20-21H2,(H2,49,69)(H2,50,70)(H,51,55)(H,53,76)(H,54,71)(H,56,78)(H,57,80)(H,58,77)(H,59,79)(H,60,81)(H,72,73)(H,74,75)/t25?,26?,27?,28?,29?,31?,32-/m0/s1",BQAUYRQMRXRGOO-RAVWKCBISA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q75056830,O=CC1=CCC2C3(OC(C=C(C)C)CC3C)CCC2(C)CC4C1C(=O)CC4(O)C,CC(C)=C[C@H]1C[C@H](C)[C@]2(CC[C@]3(C)C[C@H]4[C@@H](C(=O)C[C@@]4(C)O)/C(C=O)=C\C[C@@H]23)O1,"InChI=1S/C25H36O4/c1-15(2)10-18-11-16(3)25(29-18)9-8-23(4)12-19-22(20(27)13-24(19,5)28)17(14-26)6-7-21(23)25/h6,10,14,16,18-19,21-22,28H,7-9,11-13H2,1-5H3/b17-6-/t16-,18-,19-,21+,22-,23+,24+,25-/m0/s1",MWYYLZRWWNBROW-RXAKKKFQSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27110216,CN1C(CSC1(C2(CSC(C3=CC=CC=C3O)=N2)[H])[H])(C(=O)O)[H],CN1[C@@](CSC1([C@]2(CSC(C3=CC=CC=C3O)=N2)[H])[H])(C(=O)O)[H],"InChI=1S/C14H16N2O3S2/c1-16-10(14(18)19)7-21-13(16)9-6-20-12(15-9)8-4-2-3-5-11(8)17/h2-5,9-10,13,17H,6-7H2,1H3,(H,18,19)/t9-,10+,13?/m1/s1",NYBZAGXTZXPYND-GDVCOKDOSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27162859,CN1C2=NC(=O)N(C2(C(=O)N(C1=O)C)O)C,,"InChI=1S/C8H10N4O4/c1-10-4-8(16,12(3)6(14)9-4)5(13)11(2)7(10)15/h16H,1-3H3",XNXQVRHXDIDGDT-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27120591,C1=C(C2=C(N1)NC(=NC2=O)N)CN,,"InChI=1S/C7H9N5O/c8-1-3-2-10-5-4(3)6(13)12-7(9)11-5/h2H,1,8H2,(H4,9,10,11,12,13)",MEYMBLGOKYDGLZ-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27289079,CCCCCCCC(CC(=O)O)O,CCCCCCC[C@H](CC(=O)O)O,"InChI=1S/C10H20O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h9,11H,2-8H2,1H3,(H,12,13)/t9-/m1/s1",FYSSBMZUBSBFJL-SECBINFHSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q75070019,CN1C=CCC2=CC=CC=C21,,"InChI=1S/C10H11N/c1-11-8-4-6-9-5-2-3-7-10(9)11/h2-5,7-8H,6H2,1H3",IYXNNGRYVMRROG-UHFFFAOYSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27225500,C1C=CC(C2C1=NC3=C(N2)CC=CC3C(=O)O)C(=O)O,C1C=C[C@H]([C@H]2C1=NC3=C(N2)CC=C[C@H]3C(=O)O)C(=O)O,"InChI=1S/C14H14N2O4/c17-13(18)7-3-1-5-9-11(7)16-10-6-2-4-8(14(19)20)12(10)15-9/h1-4,7-8,11,16H,5-6H2,(H,17,18)(H,19,20)/t7-,8-,11+/m1/s1",MUDZFKKAMBPIJZ-XLDPMVHQSA-N,Pseudomonas aeruginosa
http://www.wikidata.org/entity/Q27160155,C(C(C(C(C(C(=O)O)O)O)O)O)S(=O)(=O)O,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)S(=O)(=O)O,"InChI=1S/C6H12O9S/c7-2(1-16(13,14)15)3(8)4(9)5(10)6(11)12/h2-5,7-10H,1H2,(H,11,12)(H,13,14,15)/t2-,3-,4+,5-/m1/s1",SBCIXDBITAKZCS-SQOUGZDYSA-N,Pseudomonas aeruginosa
