ID1,ID2,EdgeType,Score,Annotation
4359,4376,MS1 annotation,6,[M+Na]+ [M+H]+ dm/z=21.98162
4362,4386,MS1 annotation,6,[M-H+2Na]+ [M+K]+ dm/z=6.00781
4362,4376,MS1 annotation,6,[M+Na]+ [M+K]+ dm/z=15.97334
4367,4368,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98189
4378,4497,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98185
4399,4407,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98177
4421,4426,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98198
4462,4466,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.9824
4469,4504,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98232
4507,4513,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98193
4516,4518,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98234
4525,4527,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98225
4525,4527,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98225
4545,4548,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98186
4558,4572,MS1 annotation,5,[M+H]+ [2M+Na]+ dm/z=312.10848
4558,4571,MS1 annotation,5,[M+H-H2O]+ [2M+Na]+ dm/z=330.11908
4558,4569,MS1 annotation,5,[M+K]+ [2M+Na]+ dm/z=274.15203
4560,4572,MS1 annotation,5,[M+H]+ [M+Na]+ dm/z=21.98193
4560,4571,MS1 annotation,5,[M+H-H2O]+ [M+Na]+ dm/z=39.99253
4560,4569,MS1 annotation,5,[M+K]+ [M+Na]+ dm/z=15.97452
4565,4568,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98161
4569,4572,MS1 annotation,5,[M+H]+ [M+K]+ dm/z=37.95645
4569,4571,MS1 annotation,5,[M+H-H2O]+ [M+K]+ dm/z=55.96705
4593,4595,MS1 annotation,5,[M+Na]+ [M+H]+ dm/z=21.982
4595,4612,MS1 annotation,5,[2M+H]+ [M+Na]+ dm/z=222.1971
4601,4602,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98232
4612,4724,MS1 annotation,5,[M+Na]+ [2M+H]+ dm/z=222.19701
4654,4656,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98178
4665,4833,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98216
4688,4690,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98228
4695,4697,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98243
4701,4717,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98172
4721,4723,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98204
4724,4727,MS1 annotation,5,[M+H]+ [M+Na]+ dm/z=21.98197
4755,4760,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98194
4765,4767,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.9819
4773,4775,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98235
4780,4790,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98233
4800,4809,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98181
4805,4812,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98225
4829,4890,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.982
4833,4834,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98211
4837,4839,MS1 annotation,2,[2M+Na]+ [M+H]+ dm/z=317.66943
4838,4839,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98198
4857,4858,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98234
4882,4923,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98194
4882,4923,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98194
4893,4902,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98213
4940,4965,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98196
4945,4952,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98192
5005,5007,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.9819
5014,5015,MS1 annotation,2,[2M+Na]+ [M+H]+ dm/z=400.6818
5015,5018,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98219
5026,5043,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.97379
5026,5108,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98202
5032,5034,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98191
5032,5034,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98191
5043,5108,MS1 annotation,3,[M-H+2Na]+ [M+K]+ dm/z=6.00823
5050,5076,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98227
5063,5083,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98265
5064,5077,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98185
5075,5078,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98219
5075,5078,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98219
5086,5089,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98297
5112,5122,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98194
5116,5168,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98169
5126,5128,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98177
5134,5135,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98177
5142,5144,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98135
5159,5160,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98164
5159,5160,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98164
5165,5235,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98205
5183,5186,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.982
5198,5239,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98197
5211,5225,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98214
5248,5257,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98235
5252,5261,MS1 annotation,3,[M+H]+ [2M+Na]+ dm/z=413.22899
5252,5255,MS1 annotation,3,[M+K]+ [2M+Na]+ dm/z=375.27479
5260,5262,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98188
5265,5270,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98254
5290,5291,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98237
5308,5310,MS1 annotation,2,[M+H]+ [M+NH4]+ dm/z=17.02587
5351,5354,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98225
5376,5382,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.95522
5376,5381,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98184
5377,5387,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98186
5377,5378,MS1 annotation,3,[2M+Na]+ [M+H]+ dm/z=232.06096
5381,5382,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02662
5392,5397,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98137
5410,5411,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98188
5415,5423,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98209
5426,5433,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98219
5430,5432,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98198
5436,5437,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98186
5455,5456,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02659
5456,5457,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98183
5456,5458,MS1 annotation,3,[2M+Na]+ [M+H]+ dm/z=245.05668
5468,5473,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98217
5517,5519,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98215
5523,5525,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98208
5529,5533,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98222
5581,5584,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98192
5582,5588,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98203
5595,5596,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98228
5630,5640,MS1 annotation,2,[M+H]+ [M-H+2Na]+ dm/z=43.96349
5642,5644,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=209.14407
5643,5644,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98204
5662,5671,MS1 annotation,5,[M+K]+ [M-H+2Na]+ dm/z=6.008
5662,5677,MS1 annotation,5,[M+H-H2O]+ [M-H+2Na]+ dm/z=61.97434
5662,5674,MS1 annotation,5,[M+H]+ [M-H+2Na]+ dm/z=43.96369
5671,5677,MS1 annotation,5,[M+H-H2O]+ [M+K]+ dm/z=55.96634
5671,5675,MS1 annotation,5,[M+Na]+ [M+K]+ dm/z=15.97392
5671,5674,MS1 annotation,5,[M+H]+ [M+K]+ dm/z=37.9557
5674,5675,MS1 annotation,5,[M+Na]+ [M+H]+ dm/z=21.98178
5675,5677,MS1 annotation,5,[M+H-H2O]+ [M+Na]+ dm/z=39.99242
5743,5745,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98193
5748,5756,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98195
5755,5756,MS1 annotation,3,[M+Na]+ [M+H-H2O]+ dm/z=39.99268
5803,5805,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98198
5827,5839,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98171
5827,5859,MS1 annotation,4,[M-H+2Na]+ [M+H]+ dm/z=43.96435
5827,5848,MS1 annotation,4,[2M-H+2Na]+ [M+H]+ dm/z=368.0241
5853,5858,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98242
5902,5903,MS1 annotation,2,[2M+2H]+2 [M+NH4]+ dm/z=17.02612
5905,5907,MS1 annotation,3,[2M+2H]+2 [M+NH4]+ dm/z=17.02658
5905,5906,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.9554
5906,5907,MS1 annotation,3,[2M+2H]+2 [M+Na]+ dm/z=21.98199
5920,5926,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98159
5926,5927,MS1 annotation,3,[2M+H]+ [M+Na]+ dm/z=235.15997
5940,5941,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98166
5959,5962,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98133
5961,5962,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=221.18118
5969,5973,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98197
5974,5996,MS1 annotation,2,[M-H+2Na]+ [M+H]+ dm/z=43.96449
6003,6004,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98195
6003,6004,MS1 annotation,2,[M+Na]+ [2M+2H]+2 dm/z=21.98195
6024,6026,MS1 annotation,2,[2M+2H]+2 [M+NH4]+ dm/z=17.02635
6036,6043,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=237.17572
6038,6043,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98196
6060,6061,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98185
6060,6062,MS1 annotation,3,[M+NH4]+ [M+Na]+ dm/z=4.95537
6061,6062,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02648
6078,6080,MS1 annotation,4,[M+NH4]+ [M+K]+ dm/z=20.92919
6078,6083,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.97389
6078,6084,MS1 annotation,4,[M+H]+ [M+K]+ dm/z=37.95582
6080,6083,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.9553
6080,6084,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.02662
6083,6084,MS1 annotation,4,[M+H]+ [M+Na]+ dm/z=21.98193
6093,6096,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98177
6093,6094,MS1 annotation,3,[2M+H]+ [M+Na]+ dm/z=249.17587
6101,6102,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98209
6125,6126,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98201
6138,6143,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98192
6150,6153,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.97368
6150,6152,MS1 annotation,4,[M+NH4]+ [M+K]+ dm/z=20.92897
6151,6152,MS1 annotation,4,[M+NH4]+ [M+H]+ dm/z=17.0269
6152,6153,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95529
6155,6156,MS1 annotation,3,[M+Na]+ [M+H-H2O]+ dm/z=39.99205
6156,6157,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98157
6176,6181,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95544
6193,6201,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=251.1913
6201,6208,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98202
6215,6229,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.982
6223,6322,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.02655
6223,6245,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95532
6223,6249,MS1 annotation,4,[M+K]+ [M+NH4]+ dm/z=20.92956
6245,6322,MS1 annotation,4,[M+H]+ [M+Na]+ dm/z=21.98187
6245,6249,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.97424
6249,6322,MS1 annotation,4,[M+H]+ [M+K]+ dm/z=37.95612
6271,6272,MS1 annotation,4,[M+H]+ [M+Na]+ dm/z=21.98181
6271,6273,MS1 annotation,4,[M+NH4]+ [M+Na]+ dm/z=4.95563
6271,6274,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.97395
6272,6273,MS1 annotation,4,[M+NH4]+ [M+H]+ dm/z=17.02618
6272,6274,MS1 annotation,4,[M+K]+ [M+H]+ dm/z=37.95576
6273,6274,MS1 annotation,4,[M+K]+ [M+NH4]+ dm/z=20.92958
6284,6294,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98183
6314,6315,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98193
6330,6345,MS1 annotation,2,[2M+H]+ [M+Na]+ dm/z=247.19686
6349,6350,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95496
6370,6375,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9822
6374,6375,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=249.21193
6383,6386,MS1 annotation,3,[M+Na]+ [M+K]+ dm/z=15.97409
6383,6385,MS1 annotation,3,[2M+2H]+2 [M+K]+ dm/z=37.95623
6385,6386,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98214
6385,6386,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.98214
6397,6399,MS1 annotation,4,[M+H]+ [M+K]+ dm/z=37.95601
6397,6398,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.97415
6397,6400,MS1 annotation,4,[M+NH4]+ [M+K]+ dm/z=20.92986
6398,6399,MS1 annotation,4,[M+H]+ [M+Na]+ dm/z=21.98186
6399,6400,MS1 annotation,4,[M+NH4]+ [M+H]+ dm/z=17.02615
6416,6426,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98183
6433,6436,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98175
6433,6439,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.0265
6433,6436,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.98175
6433,6439,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.0265
6445,6446,MS1 annotation,4,[M+K]+ [M+H]+ dm/z=37.95605
6445,6447,MS1 annotation,4,[M+NH4]+ [M+H]+ dm/z=17.0268
6445,6454,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98207
6445,6446,MS1 annotation,4,[M+K]+ [2M+2H]+2 dm/z=37.95605
6445,6447,MS1 annotation,4,[M+NH4]+ [2M+2H]+2 dm/z=17.0268
6445,6454,MS1 annotation,4,[M+Na]+ [2M+2H]+2 dm/z=21.98207
6446,6447,MS1 annotation,4,[M+NH4]+ [M+K]+ dm/z=20.92925
6446,6454,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.97398
6447,6454,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95528
6451,6452,MS1 annotation,2,[M+Na]+ [M+H]+ dm/z=21.98184
6469,6471,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98192
6483,6492,MS1 annotation,3,[M+K]+ [M+H]+ dm/z=37.95592
6483,6491,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98197
6488,6489,MS1 annotation,3,[2M+H]+ [M+Na]+ dm/z=275.2269
6488,6493,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98217
6491,6492,MS1 annotation,3,[M+K]+ [M+Na]+ dm/z=15.97395
6502,6505,MS1 annotation,4,[M+K]+ [M+H]+ dm/z=37.95594
6502,6508,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98193
6502,6505,MS1 annotation,4,[M+K]+ [2M+2H]+2 dm/z=37.95594
6502,6508,MS1 annotation,4,[M+Na]+ [2M+2H]+2 dm/z=21.98193
6504,6505,MS1 annotation,4,[M+K]+ [M+NH4]+ dm/z=20.92932
6504,6508,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95531
6505,6508,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.97401
6536,6539,MS1 annotation,4,[2M+H]+ [M+K]+ dm/z=275.24831
6536,6538,MS1 annotation,4,[M+H]+ [M+K]+ dm/z=37.95576
6536,6542,MS1 annotation,4,[M+Na]+ [M+K]+ dm/z=15.97394
6538,6542,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98181
6539,6542,MS1 annotation,4,[M+Na]+ [2M+H]+ dm/z=291.22225
6553,6556,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98225
6553,6557,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02688
6553,6556,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.98225
6553,6557,MS1 annotation,3,[M+NH4]+ [2M+2H]+2 dm/z=17.02688
6561,6564,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98181
6561,6563,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02643
6563,6564,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95537
6590,6591,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.9554
6604,6609,MS1 annotation,4,[M+K]+ [M+NH4]+ dm/z=20.92949
6604,6606,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.02639
6604,6607,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95538
6606,6609,MS1 annotation,4,[M+K]+ [M+H]+ dm/z=37.95587
6606,6607,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98177
6607,6609,MS1 annotation,4,[M+K]+ [M+Na]+ dm/z=15.9741
6615,6616,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=277.24248
6616,6619,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98255
6633,6636,MS1 annotation,2,[M+H]+ [M+Na]+ dm/z=21.98213
6634,6638,MS1 annotation,3,[M+NH4]+ [M+H-H2O]+ dm/z=35.03826
6638,6645,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.02649
6640,6646,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.02618
6640,6647,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.9553
6640,6653,MS1 annotation,4,[2M+Na]+ [M+NH4]+ dm/z=481.25501
6646,6647,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98148
6646,6653,MS1 annotation,4,[2M+Na]+ [M+H]+ dm/z=498.28119
6658,6659,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95612
6660,6664,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=293.23811
6664,6665,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98182
6680,6682,MS1 annotation,3,[2M+H]+ [M+Na]+ dm/z=303.25884
6680,6689,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98189
6712,6737,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.02637
6712,6756,MS1 annotation,4,[M+Na]+ [M+NH4]+ dm/z=4.95502
6712,6735,MS1 annotation,4,[2M+Na]+ [M+NH4]+ dm/z=655.34425
6727,6747,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02674
6730,6749,MS1 annotation,3,[M+NH4]+ [M+H-H2O]+ dm/z=35.03687
6735,6737,MS1 annotation,4,[M+H]+ [2M+Na]+ dm/z=672.37062
6737,6756,MS1 annotation,4,[M+Na]+ [M+H]+ dm/z=21.98139
6748,6749,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02628
6772,6773,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95515
6786,6787,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95568
6800,6803,MS1 annotation,3,[M+H]+ [M+Na]+ dm/z=21.98219
6800,6801,MS1 annotation,3,[2M+H]+ [M+Na]+ dm/z=305.27555
6810,6816,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.95621
6825,6838,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02638
6826,6827,MS1 annotation,6,[M+NH4]+ [M+Na]+ dm/z=4.95495
6826,6830,MS1 annotation,6,[M+H]+ [M+Na]+ dm/z=21.98188
6826,6840,MS1 annotation,6,[2M+NH4]+ [M+Na]+ dm/z=499.37296
6827,6830,MS1 annotation,6,[M+H]+ [M+NH4]+ dm/z=17.02693
6827,6839,MS1 annotation,6,[2M+Na]+ [M+NH4]+ dm/z=509.28367
6828,6830,MS1 annotation,6,[M+H]+ [2M-H+2Na]+ dm/z=548.29254
6830,6840,MS1 annotation,6,[2M+NH4]+ [M+H]+ dm/z=521.35484
6830,6839,MS1 annotation,6,[2M+Na]+ [M+H]+ dm/z=526.3106
6836,6838,MS1 annotation,3,[M+NH4]+ [M+H-H2O]+ dm/z=35.03712
6852,6853,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95398
6859,6861,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.955
6859,6860,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.02691
6860,6861,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9819
6866,6868,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95574
6872,6883,MS1 annotation,3,[M+Na]+ [2M+H]+ dm/z=331.29113
6875,6883,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.98212
6898,6952,MS1 annotation,5,[M+Na]+ [M+NH4]+ dm/z=4.95502
6898,6955,MS1 annotation,5,[2M+Na]+ [M+NH4]+ dm/z=683.37521
6898,6961,MS1 annotation,5,[M+H]+ [M+NH4]+ dm/z=17.02623
6903,6919,MS1 annotation,4,[M+H]+ [M+NH4]+ dm/z=17.02682
6903,6904,MS1 annotation,4,[M-H+2Na]+ [M+NH4]+ dm/z=26.93695
6907,6919,MS1 annotation,4,[M+H]+ [M+Na]+ dm/z=21.98196
6909,6994,MS1 annotation,5,[M+H]+ [M+K]+ dm/z=37.95522
6909,6986,MS1 annotation,5,[M+Na]+ [M+K]+ dm/z=15.97305
6909,6977,MS1 annotation,5,[M+NH4]+ [M+K]+ dm/z=20.92821
6909,6983,MS1 annotation,5,[2M+Na]+ [M+K]+ dm/z=502.37239
6923,6928,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9823
6923,6924,MS1 annotation,3,[M+NH4]+ [M+H]+ dm/z=17.02631
6924,6928,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95599
6929,6931,MS1 annotation,2,[M+H]+ [M+NH4]+ dm/z=17.02663
6930,6934,MS1 annotation,2,[M+Na]+ [M+NH4]+ dm/z=4.9554
6942,6948,MS1 annotation,3,[M+NH4]+ [M+H-H2O]+ dm/z=35.03766
6948,6960,MS1 annotation,3,[M+H]+ [M+NH4]+ dm/z=17.02704
6952,6961,MS1 annotation,5,[M+H]+ [M+Na]+ dm/z=21.98125
6952,6967,MS1 annotation,5,[2M+NH4]+ [M+Na]+ dm/z=673.46528
6955,6961,MS1 annotation,5,[M+H]+ [2M+Na]+ dm/z=700.40145
6959,6964,MS1 annotation,2,[M+NH4]+ [M+H]+ dm/z=17.02668
6961,6967,MS1 annotation,5,[2M+NH4]+ [M+H]+ dm/z=695.44653
6974,6997,MS1 annotation,3,[M+Na]+ [M+NH4]+ dm/z=4.95571
6975,6976,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95556
6977,6994,MS1 annotation,5,[M+H]+ [M+NH4]+ dm/z=17.02701
6977,6986,MS1 annotation,5,[M+Na]+ [M+NH4]+ dm/z=4.95516
6977,6983,MS1 annotation,5,[2M+Na]+ [M+NH4]+ dm/z=523.3006
6983,6994,MS1 annotation,5,[M+H]+ [2M+Na]+ dm/z=540.32761
6986,6994,MS1 annotation,5,[M+H]+ [M+Na]+ dm/z=21.98217
6996,6997,MS1 annotation,3,[M+Na]+ [M+H]+ dm/z=21.9818
6996,6997,MS1 annotation,3,[M+Na]+ [2M+2H]+2 dm/z=21.9818
7004,7033,MS1 annotation,8,[M-H+2Na]+ [M+NH4]+ dm/z=26.93753
7004,7023,MS1 annotation,8,[M+H]+ [M+NH4]+ dm/z=17.02663
7004,7015,MS1 annotation,8,[2M-H+2Na]+ [M+NH4]+ dm/z=557.2843
7004,7018,MS1 annotation,8,[M+Na]+ [M+NH4]+ dm/z=4.95518
7004,7021,MS1 annotation,8,[2M+Na]+ [M+NH4]+ dm/z=535.30087
7015,7023,MS1 annotation,8,[M+H]+ [2M-H+2Na]+ dm/z=574.31093
7016,7021,MS1 annotation,8,[2M+Na]+ [M+K]+ dm/z=514.37408
7016,7024,MS1 annotation,8,[2M+NH4]+ [M+K]+ dm/z=509.41805
7018,7023,MS1 annotation,8,[M+H]+ [M+Na]+ dm/z=21.98181
7018,7024,MS1 annotation,8,[2M+NH4]+ [M+Na]+ dm/z=525.38966
7021,7023,MS1 annotation,8,[M+H]+ [2M+Na]+ dm/z=552.3275
7023,7033,MS1 annotation,8,[M-H+2Na]+ [M+H]+ dm/z=43.96416
7023,7024,MS1 annotation,8,[2M+NH4]+ [M+H]+ dm/z=547.37147
7051,7052,MS1 annotation,2,[2M+2H]+2 [M+Na]+ dm/z=21.98245
7057,7060,MS1 annotation,2,[M+NH4]+ [M+Na]+ dm/z=4.95571
7080,7124,MS1 annotation,7,[2M-H+2Na]+ [M+NH4]+ dm/z=559.29652
7080,7123,MS1 annotation,7,[M+Na]+ [M+NH4]+ dm/z=4.95517
7080,7138,MS1 annotation,7,[2M+Na]+ [M+NH4]+ dm/z=537.31522
7080,7126,MS1 annotation,7,[2M+2H]+2 [M+NH4]+ dm/z=17.02696
